text,category
"மண்னையும் பெண்ணையும் தொட்டவன சும்மா விட கூடாதுன்னு முகரையில் இருக்கும் மசுர இழுத்துக்கிட்டு படம் எடுக்குற சாதி வெறி பிடிச்சவன் எல்லாம், மோடி மண்ணையும்,மண்ணை காக்க போராடிய உயிர்களையும் பறிக்கும் போது,பொள்ளாச்சி rapistsஅ எடுபிடி காத்த போது, எங்க போய்ருந்தீங்க?",Negative
Still No 1 Trending # Yaarellam innum trailer paakreenga,unknown_state
Dei ithu dhool 2 da,Mixed_feelings
trailer enkeedaa vida sollu maasss kaadiduvam,Positive
Hit like ithu onnu than Inga comments aa irukku🤣,Positive
ஒரு டிரெய்லர் ரிலீஸ் ......        அனைத்து சமுதாயத்தையும் ஒன்று சேர   வைத்ததில் பெருமகிழ்ச்சி......,Mixed_feelings
Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala masssssss,Positive
நான் ஒரு தலித்தா இங்க பேச வரல ஒரு பொண்ணு பெத்த அப்பாவா சொல்லேறன் இந்த படம் நாம் நம் பெண் பிள்ளைகள் ஓட பார்க்க வேண்டிய படம் இந்த படத்தை அரசியல் ஆக்க வேண்டாம் நன்றி,Positive
surya teaser vantha atha paarungada atha paththi comment pannunga vela vetti illaama maththa actora paththi pesi yenda sooththa punnaakkikaathinga.acting varaatha vijaykellaam fans aanaal vijay fans evvalavu adichchaalum thaanguvaanga yenna avanga romba nallavanga.,Mixed_feelings
------------------------YAARU THALA FAN ILLA.....-----------oru like poodunga BUT   fan illanaalum naaga THALAI Ku support pannuvoom...,Positive
G PADAM VARUMA......FORM FIRST U SAYING VARU,Positive
அரசியல்.. சூல்நிலைகள் யாருக்கு உதவுதோ இல்லையோ.. திரைப்படங்களுக்கு நல்லாவே உதவுது..  #PakkaTeaser,Positive
Trailer ya itdu ppa Seema mass irukku,Positive
ஆக இந்த படத்தை வண்மையாக கண்டிக்கிறேன் - ஸ்டாலின் /மாமா வளவன்,Positive
Vera level bgm Harris sir....  Sure block buster movi,Positive
pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka,Positive
Vera level...trailer waiting 4r movie....finshing super... kolaaa ganngula irruken sema ...,Positive
"Adhu eppdi surya,vikram lam getup change panna wig vecha paravalayan... Vijay vecha bald head ah..... Grow up guys.....",Positive
Thala Oda unmaiyana fan ahaa irrutha ilke podunga,Mixed_feelings
Its rocking... Teaser nalla iruku. But movie epdi irukkumnu therila.. K V Anand.. Surya... Superb combination,Positive
"trailer la nalla thaan irku, padamum ithe mathiri irundha en 160rs. ku worth ah irkum",Mixed_feelings
Thaliva  Gun   Style super Vara lavel Thaliva,Positive
Thalaivar Mass Speech Mavana Kola Kandu la Eruka Kolama Vitamata .......,Positive
All Tamilians look like Africans lol,Negative
Superrr suriyyaa thalaivaa next super hit,Positive
##படம் 100 நாள் ஓடனும்...திருமாவளவன் மாதிரி கீழ்தரமானவன கொடூரமா கொல்லனும்....,Positive
Ennda trailor slow irruku...appo Padam innum slow va irrkum pola,Mixed_feelings
February 14 Theatre le naanga sirikka porom,unknown_state
திரௌபதின்னா... பாஞ்சாலி தான.....  அப்போ ஹீரோயிணுக்கு 5 பேரா???????? OMG!!!!,unknown_state
வாழையிலையில் விருந்திடும் விருந்தோம்பல் தமிழரின் தமிழ் வேழம் போல் பலம் கொண்ட பழந்தமிழரின் தமிழ் வந்தாரை வாழவைக்கும் ஆழம் காண முடியா அன்பு கொண்ட தமிழரின் தமிழ்! கேட்க மக்கள் தொலைக்காட்சி நிகழ்ச்சிகளை யூ டியூப் ல் காணுங்கள் நன்றி.,Mixed_feelings
Ithu Ena BigBoss promo va da like comment nu vilayaditu irukinga 🤣🤣,Negative
Thalaivaaaaaa. . . . . STR ANNA MASS ENTRY. . . MASS HERO. . . . IN THIS FILM VERA LEVEL. . . . STR DAAAAA A. R MUSIC SEMAAAAAAAA. . . . . STR,Positive
"Love scenes la  Vera level thalaivar,",Positive
Teaser ra pakama like Pannuvaga yaruro like,unknown_state
Inthea padathiruku namudiyea uyar jathigal anaithum aatharvu tharea veandum,Positive
Love you Thalaiva. Anyone from sri lanka?,Positive
Suriya naa.... ni matum Dan mass,Positive
இதுக்கு பேருதா தற்புகழ்ச்சிஅணி... எல்லா படத்துலயும் தொடருது...,Negative
Mela vanthavan ta kekura Kela poi keluda Crt dialogue for vjs,unknown_state
Padam mokka teaser vachae mudivu pannitaen,Negative
Vera level thala Na summa va ...conform fdfs,Positive
Namma Thalapathy sonaru : Cupuu mukkiyam kathiruu,unknown_state
Intha Movie SK career la Ramba Important ana Movie ah irukumnu nenaikaravanga Oru Like podunga...,Positive
Thala pola varuma thala pola varuma thala super,Positive
Na thalapathy veriyan ana dhanush rommba pedikkum,Mixed_feelings
A R Rahman + Shankar,Positive
Marana Mass vetri sir & dhanush sir I am waiting,Positive
Akshara should be vikram's daughter. Ivangala edho prechanaila irundhu kaapatha dhan sir vararu pola,Positive
Waiting for mersal!!!! Idhu avlo onu nala ila.... Avlo scene ila,Mixed_feelings
Vels அக்கா பையன் நடிச்சி இருக்காப்பள......,Positive
0:32 namba edapadi 🤣🤣🤣 madhiriye iruke,unknown_state
Point break vida trailer nalla irruku,Positive
Vera level thalaiva Marana mass trailer,Positive
"டைட்டில பார்த்தா, பிரியாணி கடையில் சர்வராக வேல பார்த்த சுந்தரம் தான் ஞாபகம் வருது...",Mixed_feelings
Poradradhu thappuna  poradra sulnilaiya uruvakuradhum thappu dane Neengalae enna naxal madhiri pesuringa? Neram da unmaiya solravangala naxal nu solra madhiri aayiduchu naatoda nelama,Negative
"I am in favour of one nation one caste  one language , one religion....என் விருப்பபம் ஒருதேசம், ஒரேசாதி     ஒருொழி ஓரு  மதம்மட்டுமே",unknown_state
"Sir,manasula perriya hero nu nennapo, STRAIGHT AH THALA THALAPATHI KU POITARU,🥚,,, ORREY MARI SONGS,ORRU FRIENDSHIP STORY,VERA EDVADHU THINK PANNUNGA PLEASE,EVALO NAAL DHAN ENGINEERING VECHI OTTUVEENGA .🥚🥚🥚🥚🥚",Mixed_feelings
என்னடா பண்ணி வச்சிருகிக என் தலைவியை.... face பார்த்தால் நக்மா மாதிரி இருக்கு.....,Negative
Rajinikanth ishtam vj sethupathi ishtam nawas villianum ishtam,Positive
தன் ஜாதி பெருமைகளை உயர்த்தியும் மற்ற ஜாதியை தாழ்த்தி பேசுவது சீன்டுவது குற்றம் ஜாதி உனர்வு அனைவருக்கும் வேண்டும்  அது வெறியாக மாற கூடாது.,unknown_state
adapaveegala ipdi nadikura manushana vachu flopah kodutheengalada .  ajith sir pls  choose new directors,Mixed_feelings
Ena da Telugu soil Mari iruku,Mixed_feelings
Nee vaa thalaaaaaa,Positive
wathaa therii!! wait panathuku palan!!!!! Theriiii <3 ayooo thalaivaaaa masssssssssss <3,Positive
பெண் குழந்தை பெற்ற தகப்பன்மார்கள் சார்பாக வாழ்த்துக்கள்.,Positive
candle anaiyara scene sollum RAJINI MASS na enanu .... adu thoda evanum porakala .......................,Positive
Last seen look like shot in Mobile Camera,unknown_state
Yow karthi subburaj yenna ya senju vachurukka.... thalaivaaaaaa...... Petta paraak,Positive
mass vjs mass simbu mass arunvijay mass aravindsamy,Positive
"To be honest nan oru thala fan,trailerla manushan pichhi eduthu irukaaru,avaru ivvalo kashta pattu body building pannanumunu avasiyame illa irunthalum,thanna nesikkira fanskaaga pannanumunu panni irukaaru,simply padam mission impossible,expandables antha rangela iruka poothu,i expect part 2,3,4 varumunu nenaikiren...",Mixed_feelings
His look like so manly சியான் again,Positive
sema comedy ya iruku kan didippa teater la poi parkanum intha movie,Positive
Semma mass uthainethi Stalin & Illaiyaraja sir music,Positive
124k likes in one hour Thala bloods hit like,Mixed_feelings
Ivanunga correcta back ground selvakku illatha thaalthapatta pasangalatha vetranunga.... Nalla panam selvakku irukka thaalthappatta jathi karan avan ponnaye kootitu poi kalyanam pannalu ethu ivanunga pannamatranunga athi yenu therla?,unknown_state
